pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
3750,2022-12-30,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9515,26-35,Dog
3750,2023-01-31,Playing,8.0,,,9515,26-35,Dog
3750,2023-02-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9515,26-35,Dog
3767,2022-05-08,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3183,36-45,Dog
3767,2022-07-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3183,36-45,Dog
3767,2023-01-04,Playing,70.0,,,3183,36-45,Dog
3767,2023-08-26,Walking,5.0,,,3183,36-45,Dog
3767,2023-09-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3183,36-45,Dog
3784,2023-08-12,Playing,,,,6405,46-55,Fish
3784,2023-09-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6405,46-55,Fish
3821,2023-04-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,9842,26-35,Hamster
3821,2023-05-14,Resting,73.0,,,9842,26-35,Hamster
3821,2023-10-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9842,26-35,Hamster
3828,2022-06-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7877,46-55,Fish
3828,2022-06-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7877,46-55,Fish
3828,2023-07-18,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7877,46-55,Fish
3830,2022-04-11,Playing,40.0,,,4465,46-55,Dog
3830,2022-10-28,Resting,33.0,,,4465,46-55,Dog
3830,2023-04-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4465,46-55,Dog
3846,2022-11-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8609,56-65,Fish
3846,2023-02-05,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8609,56-65,Fish
3846,2023-06-01,Resting,59.0,,,8609,56-65,Fish
3846,2023-07-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8609,56-65,Fish
3846,2023-07-12,Resting,31.0,,,8609,56-65,Fish
3846,2023-12-01,Resting,19.0,,,8609,56-65,Fish
3856,2022-05-27,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7968,66+,Hamster
3856,2022-10-08,Resting,14.0,,,7968,66+,Hamster
3856,2023-02-17,Walking,30.0,,,7968,66+,Hamster
3856,2023-04-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7968,66+,Hamster
3856,2023-09-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7968,66+,Hamster
3856,2023-10-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7968,66+,Hamster
3884,2022-04-02,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6355,66+,Rabbit
3884,2022-05-23,Resting,84.0,,,6355,66+,Rabbit
3884,2023-04-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6355,66+,Rabbit
3884,2023-06-14,Playing,28.0,,,6355,66+,Rabbit
3884,2023-06-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6355,66+,Rabbit
3884,2023-10-22,Playing,67.0,,,6355,66+,Rabbit
3885,2022-09-11,Walking,,,,3080,56-65,Cat
3885,2023-06-02,Walking,33.0,,,3080,56-65,Cat
3885,2023-07-05,Walking,37.0,,,3080,56-65,Cat
3885,2023-09-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3080,56-65,Cat
3936,2022-07-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7063,26-35,Hamster
3936,2022-09-15,Walking,73.0,,,7063,26-35,Hamster
3936,2022-10-17,Playing,90.0,,,7063,26-35,Hamster
3936,2023-03-12,Resting,,,,7063,26-35,Hamster
3936,2023-12-22,Resting,,,,7063,26-35,Hamster
3946,2022-05-11,Walking,80.0,,,1722,66+,Cat
3946,2022-06-13,Playing,69.0,,,1722,66+,Cat
3946,2022-10-22,Walking,36.0,,,1722,66+,Cat
3946,2023-03-24,Walking,,,,1722,66+,Cat
3946,2023-09-02,Walking,10.0,,,1722,66+,Cat
3946,2023-11-09,Walking,28.0,,,1722,66+,Cat
3988,2022-04-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9242,56-65,Cat
3988,2022-06-17,Walking,,,,9242,56-65,Cat
3988,2022-12-30,Walking,14.0,,,9242,56-65,Cat
3988,2023-08-23,Playing,36.0,,,9242,56-65,Cat
3988,2023-12-29,Playing,33.0,,,9242,56-65,Cat
4001,2023-04-12,Resting,32.0,,,9753,46-55,Hamster
4001,2023-07-31,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9753,46-55,Hamster
4024,2022-11-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4004,56-65,Dog
4024,2022-12-30,Resting,51.0,,,4004,56-65,Dog
4024,2023-08-11,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4004,56-65,Dog
4045,2023-03-19,Walking,47.0,,,6103,46-55,Dog
4045,2023-10-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6103,46-55,Dog
4045,2023-11-18,Walking,75.0,,,6103,46-55,Dog
4056,2023-01-10,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",58,46-55,Hamster
4060,2022-08-21,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3887,36-45,Fish
4060,2023-02-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3887,36-45,Fish
4073,2022-09-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5668,46-55,Hamster
4073,2022-12-20,Playing,85.0,,,5668,46-55,Hamster
4073,2023-03-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5668,46-55,Hamster
4073,2023-09-26,Resting,71.0,,,5668,46-55,Hamster
4073,2023-10-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5668,46-55,Hamster
4074,2022-09-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2224,36-45,Cat
4074,2023-03-25,Health,0.0,Injury,"Minor surgery performed, recovery monitored",2224,36-45,Cat
4074,2023-08-10,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2224,36-45,Cat
4098,2022-05-15,Walking,22.0,,,2969,66+,Rabbit
4098,2023-11-24,Playing,36.0,,,2969,66+,Rabbit
4150,2022-07-28,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7003,36-45,Fish
4150,2023-05-18,Resting,85.0,,,7003,36-45,Fish
4192,2023-01-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8706,56-65,Rabbit
4192,2023-04-12,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8706,56-65,Rabbit
4195,2022-06-27,Resting,67.0,,,2829,66+,Fish
4212,2023-05-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2303,56-65,Dog
4212,2023-08-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2303,56-65,Dog
4238,2022-05-19,Playing,64.0,,,7739,56-65,Cat
4238,2023-05-30,Resting,72.0,,,7739,56-65,Cat
4238,2023-07-20,Resting,56.0,,,7739,56-65,Cat
4238,2023-08-19,Health,0.0,Injury,Physical therapy recommended for joint issues,7739,56-65,Cat
4238,2023-10-19,Resting,13.0,,,7739,56-65,Cat
4278,2022-10-26,Walking,90.0,,,6524,46-55,Cat
4278,2022-12-24,Playing,57.0,,,6524,46-55,Cat
4278,2023-01-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6524,46-55,Cat
4278,2023-09-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6524,46-55,Cat
4278,2023-11-16,Playing,,,,6524,46-55,Cat
4307,2022-04-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2654,56-65,Hamster
4307,2022-09-26,Playing,67.0,,,2654,56-65,Hamster
4307,2022-10-11,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2654,56-65,Hamster
4307,2023-05-26,Walking,73.0,,,2654,56-65,Hamster
4307,2023-10-16,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2654,56-65,Hamster
4339,2022-05-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",130,18-25,Rabbit
4339,2022-05-22,Walking,87.0,,,130,18-25,Rabbit
4339,2022-10-24,Walking,,,,130,18-25,Rabbit
4339,2023-01-04,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",130,18-25,Rabbit
4339,2023-01-18,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,130,18-25,Rabbit
4339,2023-05-13,Playing,2.0,,,130,18-25,Rabbit
4346,2022-06-29,Playing,53.0,,,9867,46-55,Fish
4346,2023-03-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9867,46-55,Fish
4346,2023-05-12,Resting,38.0,,,9867,46-55,Fish
4410,2022-11-18,Playing,6.0,,,4424,56-65,Cat
4410,2023-02-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4424,56-65,Cat
4410,2023-10-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4424,56-65,Cat
4438,2022-04-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6845,56-65,Cat
4438,2022-09-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6845,56-65,Cat
4438,2022-10-08,Playing,,,,6845,56-65,Cat
4452,2022-04-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5088,18-25,Cat
4480,2022-05-02,Playing,22.0,,,9044,46-55,Hamster
4480,2022-06-27,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9044,46-55,Hamster
4480,2022-08-23,Walking,42.0,,,9044,46-55,Hamster
4480,2022-08-31,Walking,,,,9044,46-55,Hamster
4480,2023-02-10,Resting,79.0,,,9044,46-55,Hamster
4480,2023-02-11,Playing,,,,9044,46-55,Hamster
4480,2023-03-13,Playing,1.0,,,9044,46-55,Hamster
4480,2023-03-29,Resting,,,,9044,46-55,Hamster
4539,2022-11-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4531,18-25,Dog
4539,2023-04-17,Walking,,,,4531,18-25,Dog
4539,2023-10-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4531,18-25,Dog
4583,2022-06-23,Walking,73.0,,,7768,26-35,Rabbit
4583,2022-06-30,Playing,3.0,,,7768,26-35,Rabbit
4583,2022-07-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7768,26-35,Rabbit
4584,2022-04-17,Playing,,,,9686,36-45,Hamster
4584,2023-07-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9686,36-45,Hamster
4584,2023-10-12,Playing,,,,9686,36-45,Hamster
4584,2023-12-03,Walking,73.0,,,9686,36-45,Hamster
4592,2023-01-12,Walking,46.0,,,4293,46-55,Hamster
4592,2023-10-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4293,46-55,Hamster
4643,2023-05-18,Walking,,,,1806,36-45,Hamster
4643,2023-07-12,Walking,54.0,,,1806,36-45,Hamster
4643,2023-09-08,Resting,,,,1806,36-45,Hamster
4690,2022-11-06,Playing,79.0,,,1279,66+,Dog
4690,2023-06-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1279,66+,Dog
4690,2023-09-01,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1279,66+,Dog
4690,2023-11-29,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1279,66+,Dog
4690,2023-12-06,Walking,70.0,,,1279,66+,Dog
4726,2022-09-22,Walking,34.0,,,1578,66+,Rabbit
4726,2022-11-17,Playing,74.0,,,1578,66+,Rabbit
4726,2022-11-26,Walking,,,,1578,66+,Rabbit
4726,2023-07-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1578,66+,Rabbit
4734,2023-01-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9477,66+,Rabbit
4734,2023-08-19,Walking,66.0,,,9477,66+,Rabbit
4734,2023-11-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9477,66+,Rabbit
4747,2022-05-02,Health,0.0,Injury,Physical therapy recommended for joint issues,4090,18-25,Hamster
4747,2023-02-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4090,18-25,Hamster
4761,2023-12-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2664,56-65,Cat
4768,2022-06-26,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",254,56-65,Dog
4768,2022-07-04,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",254,56-65,Dog
4768,2022-12-01,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,254,56-65,Dog
4768,2023-01-06,Playing,,,,254,56-65,Dog
4768,2023-04-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",254,56-65,Dog
4768,2023-05-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,254,56-65,Dog
4768,2023-10-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,254,56-65,Dog
4768,2023-10-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",254,56-65,Dog
4777,2022-07-06,Resting,40.0,,,2269,36-45,Rabbit
4777,2022-08-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2269,36-45,Rabbit
4777,2022-08-14,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",2269,36-45,Rabbit
4777,2022-09-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",2269,36-45,Rabbit
4777,2023-01-16,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2269,36-45,Rabbit
4777,2023-07-22,Walking,,,,2269,36-45,Rabbit
4778,2022-05-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",477,56-65,Cat
4778,2022-10-12,Resting,18.0,,,477,56-65,Cat
4778,2023-02-04,Walking,87.0,,,477,56-65,Cat
4778,2023-02-24,Resting,15.0,,,477,56-65,Cat
4778,2023-05-13,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",477,56-65,Cat
4778,2023-10-06,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",477,56-65,Cat
4834,2023-01-07,Playing,56.0,,,5367,26-35,Dog
4834,2023-05-12,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5367,26-35,Dog
4834,2023-09-17,Health,0.0,Injury,"Minor surgery performed, recovery monitored",5367,26-35,Dog
4834,2023-10-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5367,26-35,Dog
4834,2023-11-10,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",5367,26-35,Dog
4853,2023-03-02,Playing,89.0,,,3162,56-65,Dog
4853,2023-03-04,Resting,,,,3162,56-65,Dog
4899,2022-05-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6601,56-65,Dog
4899,2022-07-26,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6601,56-65,Dog
4899,2023-10-14,Playing,90.0,,,6601,56-65,Dog
4912,2022-10-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3425,66+,Dog
4912,2023-06-03,Resting,33.0,,,3425,66+,Dog
4912,2023-10-20,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3425,66+,Dog
4912,2023-10-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3425,66+,Dog
4934,2022-12-28,Resting,28.0,,,8159,46-55,Cat
4934,2023-08-17,Playing,38.0,,,8159,46-55,Cat
4937,2022-08-07,Health,0.0,Injury,Physical therapy recommended for joint issues,9579,26-35,Hamster
4937,2022-08-24,Walking,51.0,,,9579,26-35,Hamster
4937,2022-10-06,Walking,,,,9579,26-35,Hamster
4937,2023-10-20,Playing,40.0,,,9579,26-35,Hamster
4947,2022-10-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9337,56-65,Rabbit
4947,2022-12-07,Resting,,,,9337,56-65,Rabbit
4947,2023-04-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9337,56-65,Rabbit
4947,2023-05-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9337,56-65,Rabbit
4947,2023-08-27,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9337,56-65,Rabbit
4955,2022-11-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3114,66+,Dog
4955,2023-02-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3114,66+,Dog
4995,2022-06-24,Playing,45.0,,,5392,36-45,Rabbit
4995,2022-11-02,Playing,,,,5392,36-45,Rabbit
4995,2022-12-24,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5392,36-45,Rabbit
5008,2022-05-14,Walking,24.0,,,4697,66+,Dog
5008,2022-06-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4697,66+,Dog
5008,2023-01-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4697,66+,Dog
5008,2023-10-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4697,66+,Dog
5017,2023-03-04,Health,0.0,Injury,Physical therapy recommended for joint issues,7785,36-45,Cat
5017,2023-06-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7785,36-45,Cat
5017,2023-06-17,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,7785,36-45,Cat
5017,2023-08-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7785,36-45,Cat
5017,2023-09-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7785,36-45,Cat
5037,2022-07-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,119,26-35,Fish
5037,2022-12-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",119,26-35,Fish
5037,2023-01-19,Health,0.0,Injury,"Minor surgery performed, recovery monitored",119,26-35,Fish
5037,2023-01-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",119,26-35,Fish
5037,2023-09-21,Playing,17.0,,,119,26-35,Fish
5062,2022-09-25,Resting,36.0,,,3258,36-45,Cat
5062,2023-04-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3258,36-45,Cat
5071,2022-08-15,Walking,72.0,,,1992,18-25,Fish
5071,2023-04-29,Walking,5.0,,,1992,18-25,Fish
5071,2023-06-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1992,18-25,Fish
5071,2023-08-09,Walking,40.0,,,1992,18-25,Fish
5071,2023-10-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1992,18-25,Fish
5090,2022-05-15,Resting,26.0,,,6530,26-35,Hamster
5090,2022-06-29,Resting,3.0,,,6530,26-35,Hamster
5090,2022-12-09,Walking,,,,6530,26-35,Hamster
5090,2023-01-03,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6530,26-35,Hamster
5090,2023-02-05,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6530,26-35,Hamster
5090,2023-02-27,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6530,26-35,Hamster
5090,2023-09-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6530,26-35,Hamster
5091,2023-07-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3792,26-35,Cat
5091,2023-11-04,Walking,63.0,,,3792,26-35,Cat
5091,2023-11-05,Walking,28.0,,,3792,26-35,Cat
5091,2023-12-10,Resting,47.0,,,3792,26-35,Cat
5107,2022-05-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3456,36-45,Fish
5107,2022-08-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3456,36-45,Fish
5107,2022-10-30,Playing,80.0,,,3456,36-45,Fish
5194,2022-05-23,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1201,56-65,Dog
5194,2022-09-17,Walking,25.0,,,1201,56-65,Dog
5198,2022-06-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2027,36-45,Hamster
5198,2022-07-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2027,36-45,Hamster
5198,2023-03-14,Resting,57.0,,,2027,36-45,Hamster
5216,2022-11-26,Playing,48.0,,,5464,36-45,Fish
5216,2023-01-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5464,36-45,Fish
5216,2023-07-28,Walking,46.0,,,5464,36-45,Fish
5216,2023-08-31,Resting,56.0,,,5464,36-45,Fish
5216,2023-10-15,Walking,80.0,,,5464,36-45,Fish
5231,2022-10-16,Playing,,,,2115,36-45,Rabbit
5231,2023-03-08,Playing,,,,2115,36-45,Rabbit
5243,2022-11-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3974,46-55,Cat
5243,2023-07-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3974,46-55,Cat
5243,2023-08-16,Playing,18.0,,,3974,46-55,Cat
5288,2022-04-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",290,56-65,Dog
5288,2022-05-23,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",290,56-65,Dog
5288,2023-09-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,290,56-65,Dog
5288,2023-10-17,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,290,56-65,Dog
5288,2023-10-27,Resting,41.0,,,290,56-65,Dog
5301,2022-10-18,Playing,,,,6429,56-65,Fish
5301,2023-07-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6429,56-65,Fish
5323,2022-04-02,Playing,72.0,,,6194,66+,Rabbit
5323,2022-06-19,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",6194,66+,Rabbit
5323,2023-03-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6194,66+,Rabbit
5323,2023-08-12,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6194,66+,Rabbit
5334,2022-06-11,Walking,14.0,,,9015,26-35,Cat
5334,2022-07-11,Walking,,,,9015,26-35,Cat
5334,2022-09-13,Playing,37.0,,,9015,26-35,Cat
5334,2023-02-14,Resting,45.0,,,9015,26-35,Cat
5334,2023-02-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9015,26-35,Cat
5334,2023-10-07,Walking,47.0,,,9015,26-35,Cat
5334,2023-11-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9015,26-35,Cat
5336,2023-02-19,Walking,61.0,,,6281,46-55,Cat
5336,2023-04-20,Playing,,,,6281,46-55,Cat
5345,2022-11-17,Playing,89.0,,,4517,66+,Cat
5395,2023-05-13,Resting,5.0,,,8924,26-35,Fish
5395,2023-09-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8924,26-35,Fish
5404,2022-11-14,Walking,19.0,,,2402,36-45,Rabbit
5404,2022-11-15,Walking,,,,2402,36-45,Rabbit
5404,2023-06-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",2402,36-45,Rabbit
5404,2023-10-18,Resting,60.0,,,2402,36-45,Rabbit
5406,2022-08-07,Resting,10.0,,,9906,66+,Fish
5406,2022-10-12,Playing,79.0,,,9906,66+,Fish
5406,2022-11-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9906,66+,Fish
5406,2022-12-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9906,66+,Fish
5406,2023-08-29,Walking,6.0,,,9906,66+,Fish
5414,2023-03-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9435,26-35,Dog
5414,2023-06-05,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9435,26-35,Dog
5418,2023-10-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8149,18-25,Dog
5418,2023-12-14,Playing,72.0,,,8149,18-25,Dog
5421,2022-04-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4457,26-35,Rabbit
5421,2022-09-19,Playing,,,,4457,26-35,Rabbit
5421,2022-11-08,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4457,26-35,Rabbit
5421,2023-06-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4457,26-35,Rabbit
5421,2023-09-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4457,26-35,Rabbit
5421,2023-11-06,Resting,54.0,,,4457,26-35,Rabbit
5421,2023-11-22,Walking,76.0,,,4457,26-35,Rabbit
5445,2022-06-28,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8793,56-65,Hamster
5445,2022-10-14,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8793,56-65,Hamster
5445,2023-01-18,Resting,46.0,,,8793,56-65,Hamster
5445,2023-08-20,Resting,22.0,,,8793,56-65,Hamster
5457,2022-09-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9437,18-25,Fish
5457,2022-11-23,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9437,18-25,Fish
5457,2023-05-12,Playing,10.0,,,9437,18-25,Fish
5457,2023-06-18,Resting,2.0,,,9437,18-25,Fish
5457,2023-11-27,Resting,61.0,,,9437,18-25,Fish
5468,2022-05-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4302,46-55,Fish
5468,2022-11-08,Resting,31.0,,,4302,46-55,Fish
5468,2023-11-23,Walking,69.0,,,4302,46-55,Fish
5501,2022-12-12,Playing,4.0,,,7969,26-35,Rabbit
5501,2023-04-29,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7969,26-35,Rabbit
5501,2023-05-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,7969,26-35,Rabbit
5501,2023-10-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7969,26-35,Rabbit
5503,2022-06-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1269,46-55,Cat
5503,2022-07-05,Resting,25.0,,,1269,46-55,Cat
5503,2022-12-01,Playing,,,,1269,46-55,Cat
5503,2023-04-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,1269,46-55,Cat
5540,2022-04-04,Playing,33.0,,,8158,56-65,Dog
5540,2022-05-10,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8158,56-65,Dog
5540,2022-08-30,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8158,56-65,Dog
5540,2023-01-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8158,56-65,Dog
5540,2023-01-11,Health,0.0,Injury,Physical therapy recommended for joint issues,8158,56-65,Dog
5540,2023-06-05,Walking,17.0,,,8158,56-65,Dog
5540,2023-08-22,Walking,18.0,,,8158,56-65,Dog
5540,2023-09-14,Walking,63.0,,,8158,56-65,Dog
5540,2023-09-19,Playing,25.0,,,8158,56-65,Dog
5555,2023-12-15,Playing,55.0,,,768,18-25,Cat
5563,2022-11-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4091,36-45,Rabbit
5563,2023-05-22,Playing,,,,4091,36-45,Rabbit
5563,2023-07-06,Playing,29.0,,,4091,36-45,Rabbit
5563,2023-12-16,Walking,90.0,,,4091,36-45,Rabbit
5563,2023-12-21,Playing,47.0,,,4091,36-45,Rabbit
5578,2022-10-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,5887,18-25,Cat
5578,2023-06-02,Resting,13.0,,,5887,18-25,Cat
5578,2023-06-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5887,18-25,Cat
5578,2023-11-23,Walking,4.0,,,5887,18-25,Cat
5610,2022-07-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9186,36-45,Fish
5610,2022-09-04,Resting,,,,9186,36-45,Fish
