index,pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
1575,5643,2023-07-23,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3428,56-65,Rabbit
1256,5890,2022-05-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3438,46-55,Cat
1345,5890,2022-09-18,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3438,46-55,Cat
155,5890,2022-09-28,Resting,73.0,,,3438,46-55,Cat
1507,5890,2022-10-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3438,46-55,Cat
872,5890,2023-02-08,Walking,80.0,,,3438,46-55,Cat
861,6939,2022-05-15,Walking,,,,3445,46-55,Rabbit
701,6939,2022-11-17,Resting,62.0,,,3445,46-55,Rabbit
357,6939,2023-02-27,Resting,,,,3445,46-55,Rabbit
74,6939,2023-04-04,Resting,62.0,,,3445,46-55,Rabbit
1364,6939,2023-08-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3445,46-55,Rabbit
1377,6939,2023-12-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3445,46-55,Rabbit
577,8691,2022-10-14,Resting,17.0,,,3447,26-35,Fish
1024,8691,2022-11-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3447,26-35,Fish
1321,8691,2022-11-16,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3447,26-35,Fish
1645,8691,2023-06-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3447,26-35,Fish
695,8691,2023-08-27,Resting,69.0,,,3447,26-35,Fish
1640,5107,2022-05-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3456,36-45,Fish
1187,5107,2022-08-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3456,36-45,Fish
273,5107,2022-10-30,Playing,80.0,,,3456,36-45,Fish
857,850,2022-10-16,Resting,49.0,,,3475,26-35,Hamster
69,850,2023-07-26,Resting,42.0,,,3475,26-35,Hamster
43,850,2023-12-05,Resting,29.0,,,3475,26-35,Hamster
6,3132,2022-10-02,Resting,35.0,,,3504,66+,Rabbit
543,3132,2023-08-31,Resting,,,,3504,66+,Rabbit
988,6454,2022-07-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3521,26-35,Hamster
1732,6454,2022-08-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3521,26-35,Hamster
848,6454,2023-02-04,Playing,66.0,,,3521,26-35,Hamster
1714,9712,2022-09-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3539,36-45,Cat
725,9712,2023-01-25,Resting,64.0,,,3539,36-45,Cat
490,9712,2023-10-25,Resting,24.0,,,3539,36-45,Cat
1748,9712,2023-12-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3539,36-45,Cat
1822,9136,2022-04-06,Health,0.0,Injury,Physical therapy recommended for joint issues,3553,18-25,Dog
1873,9136,2022-04-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3553,18-25,Dog
907,8840,2022-10-03,Playing,,,,3588,18-25,Fish
91,8840,2022-10-24,Playing,39.0,,,3588,18-25,Fish
86,8840,2023-01-11,Walking,56.0,,,3588,18-25,Fish
1627,8840,2023-05-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3588,18-25,Fish
676,8840,2023-07-05,Playing,,,,3588,18-25,Fish
1841,8840,2023-07-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3588,18-25,Fish
1555,121,2022-10-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3596,18-25,Rabbit
1591,121,2022-12-04,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3596,18-25,Rabbit
1182,6241,2022-05-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3636,18-25,Hamster
479,6241,2023-04-30,Playing,15.0,,,3636,18-25,Hamster
192,7936,2023-01-02,Playing,57.0,,,3641,36-45,Fish
406,7936,2023-01-19,Walking,52.0,,,3641,36-45,Fish
381,7936,2023-08-22,Resting,71.0,,,3641,36-45,Fish
1075,7936,2023-09-20,Health,0.0,Injury,"Minor surgery performed, recovery monitored",3641,36-45,Fish
545,7936,2023-09-25,Resting,,,,3641,36-45,Fish
1236,9445,2022-07-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3664,18-25,Dog
1508,9445,2023-01-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3664,18-25,Dog
1847,9445,2023-07-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3664,18-25,Dog
731,9445,2023-07-04,Playing,20.0,,,3664,18-25,Dog
191,9445,2023-08-16,Playing,79.0,,,3664,18-25,Dog
356,6103,2022-05-21,Playing,16.0,,,3723,66+,Rabbit
40,6103,2022-09-05,Resting,29.0,,,3723,66+,Rabbit
351,6103,2023-07-16,Playing,9.0,,,3723,66+,Rabbit
781,5622,2022-05-31,Playing,78.0,,,3739,66+,Cat
882,5622,2023-01-25,Resting,,,,3739,66+,Cat
870,5622,2023-03-13,Playing,62.0,,,3739,66+,Cat
935,5622,2023-09-20,Playing,10.0,,,3739,66+,Cat
104,5622,2023-10-30,Resting,48.0,,,3739,66+,Cat
934,5659,2022-07-05,Playing,61.0,,,3740,46-55,Cat
1456,6617,2022-12-04,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3777,36-45,Fish
1806,6617,2023-02-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3777,36-45,Fish
200,6617,2023-08-29,Walking,8.0,,,3777,36-45,Fish
1411,5091,2023-07-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3792,26-35,Cat
237,5091,2023-11-04,Walking,63.0,,,3792,26-35,Cat
821,5091,2023-11-05,Walking,28.0,,,3792,26-35,Cat
754,5091,2023-12-10,Resting,47.0,,,3792,26-35,Cat
1457,5968,2022-04-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3794,46-55,Fish
859,5968,2022-10-12,Walking,,,,3794,46-55,Fish
1209,5968,2023-02-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3794,46-55,Fish
1462,5968,2023-09-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3794,46-55,Fish
611,8989,2022-05-25,Walking,,,,3803,36-45,Dog
4,8989,2023-02-06,Playing,77.0,,,3803,36-45,Dog
1482,8989,2023-02-27,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3803,36-45,Dog
51,8989,2023-07-01,Resting,52.0,,,3803,36-45,Dog
1610,741,2022-06-29,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3823,26-35,Rabbit
1038,741,2022-11-08,Health,0.0,Injury,Physical therapy recommended for joint issues,3823,26-35,Rabbit
248,741,2023-01-10,Playing,36.0,,,3823,26-35,Rabbit
472,741,2023-06-18,Walking,,,,3823,26-35,Rabbit
1674,9167,2023-04-02,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3839,46-55,Cat
963,8804,2022-04-12,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",3846,46-55,Fish
360,8804,2022-05-08,Playing,20.0,,,3846,46-55,Fish
1169,8804,2022-06-02,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3846,46-55,Fish
1295,8804,2022-09-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3846,46-55,Fish
115,8804,2023-01-15,Resting,88.0,,,3846,46-55,Fish
125,8804,2023-05-31,Playing,,,,3846,46-55,Fish
993,556,2023-02-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3870,26-35,Fish
1662,556,2023-04-04,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,3870,26-35,Fish
407,556,2023-11-03,Walking,34.0,,,3870,26-35,Fish
1010,556,2023-12-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3870,26-35,Fish
109,782,2022-08-13,Walking,50.0,,,3884,26-35,Cat
129,782,2022-09-14,Playing,87.0,,,3884,26-35,Cat
430,782,2023-08-10,Walking,43.0,,,3884,26-35,Cat
613,782,2023-09-24,Playing,66.0,,,3884,26-35,Cat
1695,4060,2022-08-21,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3887,36-45,Fish
1626,4060,2023-02-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3887,36-45,Fish
1207,1286,2022-12-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3923,36-45,Fish
705,3309,2023-04-03,Playing,,,,3958,56-65,Hamster
1699,3309,2023-10-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3958,56-65,Hamster
1014,5243,2022-11-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3974,46-55,Cat
1809,5243,2023-07-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",3974,46-55,Cat
174,5243,2023-08-16,Playing,18.0,,,3974,46-55,Cat
259,7281,2022-04-02,Walking,64.0,,,3985,18-25,Fish
1171,7281,2022-05-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3985,18-25,Fish
739,7281,2022-07-10,Walking,20.0,,,3985,18-25,Fish
1248,7281,2022-11-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3985,18-25,Fish
539,7281,2023-12-09,Resting,38.0,,,3985,18-25,Fish
1227,1006,2022-05-09,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4000,18-25,Cat
687,1006,2022-05-20,Resting,18.0,,,4000,18-25,Cat
586,1006,2022-07-05,Walking,49.0,,,4000,18-25,Cat
1680,1006,2023-05-16,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4000,18-25,Cat
819,1006,2023-06-07,Playing,47.0,,,4000,18-25,Cat
1278,1006,2023-09-17,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4000,18-25,Cat
1541,4024,2022-11-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4004,56-65,Dog
346,4024,2022-12-30,Resting,51.0,,,4004,56-65,Dog
1267,4024,2023-08-11,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4004,56-65,Dog
1683,9632,2022-04-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4032,36-45,Rabbit
799,9632,2022-06-13,Walking,5.0,,,4032,36-45,Rabbit
1232,9632,2022-09-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4032,36-45,Rabbit
1466,9632,2022-10-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4032,36-45,Rabbit
492,9632,2023-02-03,Playing,46.0,,,4032,36-45,Rabbit
220,6851,2022-07-13,Resting,78.0,,,4043,56-65,Dog
1789,6851,2022-08-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4043,56-65,Dog
409,6851,2023-02-16,Resting,16.0,,,4043,56-65,Dog
1134,6851,2023-09-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4043,56-65,Dog
1719,2912,2022-10-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4044,18-25,Hamster
1027,2912,2022-12-30,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4044,18-25,Hamster
1373,4747,2022-05-02,Health,0.0,Injury,Physical therapy recommended for joint issues,4090,18-25,Hamster
1422,4747,2023-02-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4090,18-25,Hamster
1067,5563,2022-11-15,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4091,36-45,Rabbit
831,5563,2023-05-22,Playing,,,,4091,36-45,Rabbit
600,5563,2023-07-06,Playing,29.0,,,4091,36-45,Rabbit
702,5563,2023-12-16,Walking,90.0,,,4091,36-45,Rabbit
279,5563,2023-12-21,Playing,47.0,,,4091,36-45,Rabbit
1740,6482,2022-04-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4092,46-55,Fish
1562,6482,2022-11-02,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4092,46-55,Fish
544,6482,2023-01-22,Walking,78.0,,,4092,46-55,Fish
1842,6482,2023-07-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4092,46-55,Fish
1218,6338,2022-04-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4094,46-55,Fish
1300,6338,2022-05-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4094,46-55,Fish
1758,6338,2022-08-22,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4094,46-55,Fish
818,6338,2022-12-03,Walking,27.0,,,4094,46-55,Fish
1725,9419,2022-10-03,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4101,36-45,Hamster
169,9419,2022-10-11,Playing,13.0,,,4101,36-45,Hamster
25,9419,2022-10-14,Walking,46.0,,,4101,36-45,Hamster
633,8412,2022-04-04,Resting,38.0,,,4116,18-25,Hamster
215,8412,2023-03-14,Resting,84.0,,,4116,18-25,Hamster
520,8412,2023-05-09,Playing,35.0,,,4116,18-25,Hamster
1073,8412,2023-10-16,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4116,18-25,Hamster
183,5987,2022-08-20,Walking,25.0,,,4121,66+,Hamster
1322,5987,2023-02-22,Health,0.0,Injury,Physical therapy recommended for joint issues,4121,66+,Hamster
1384,5987,2023-03-01,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4121,66+,Hamster
1406,5987,2023-08-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4121,66+,Hamster
1229,1585,2022-06-27,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4135,18-25,Fish
49,1585,2022-10-12,Resting,9.0,,,4135,18-25,Fish
581,1585,2023-04-23,Resting,48.0,,,4135,18-25,Fish
1606,1585,2023-08-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4135,18-25,Fish
1557,1585,2023-11-24,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4135,18-25,Fish
1385,1585,2023-12-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4135,18-25,Fish
1877,8070,2022-09-14,Health,0.0,Injury,Physical therapy recommended for joint issues,4144,36-45,Fish
119,8070,2022-10-02,Resting,61.0,,,4144,36-45,Fish
628,8070,2022-11-04,Walking,42.0,,,4144,36-45,Fish
672,8070,2023-01-04,Playing,,,,4144,36-45,Fish
488,8070,2023-01-08,Resting,40.0,,,4144,36-45,Fish
569,8070,2023-12-16,Playing,,,,4144,36-45,Fish
447,9452,2022-05-24,Playing,5.0,,,4154,18-25,Rabbit
295,9452,2023-06-02,Playing,16.0,,,4154,18-25,Rabbit
1366,9452,2023-09-20,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4154,18-25,Rabbit
101,1001,2022-08-01,Playing,34.0,,,4166,46-55,Dog
16,1001,2023-01-08,Walking,53.0,,,4166,46-55,Dog
1818,1001,2023-03-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4166,46-55,Dog
947,1001,2023-09-21,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4166,46-55,Dog
1258,7778,2022-04-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4180,46-55,Rabbit
792,7778,2023-08-19,Playing,,,,4180,46-55,Rabbit
276,7778,2023-09-03,Walking,35.0,,,4180,46-55,Rabbit
740,309,2022-04-13,Playing,32.0,,,4240,66+,Rabbit
1167,309,2022-05-20,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4240,66+,Rabbit
92,309,2022-08-06,Resting,37.0,,,4240,66+,Rabbit
1113,309,2022-10-31,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4240,66+,Rabbit
209,309,2022-11-11,Resting,73.0,,,4240,66+,Rabbit
284,309,2022-11-28,Walking,,,,4240,66+,Rabbit
1078,309,2023-05-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4240,66+,Rabbit
1738,309,2023-06-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4240,66+,Rabbit
798,4592,2023-01-12,Walking,46.0,,,4293,46-55,Hamster
1565,4592,2023-10-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4293,46-55,Hamster
1142,5468,2022-05-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4302,46-55,Fish
866,5468,2022-11-08,Resting,31.0,,,4302,46-55,Fish
30,5468,2023-11-23,Walking,69.0,,,4302,46-55,Fish
1092,6331,2022-07-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4304,46-55,Hamster
1600,6331,2023-07-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4304,46-55,Hamster
1107,9319,2022-04-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4311,36-45,Hamster
519,9319,2023-09-09,Resting,82.0,,,4311,36-45,Hamster
550,2289,2023-11-07,Resting,25.0,,,4315,66+,Fish
1763,8710,2022-07-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4317,56-65,Dog
116,8710,2022-07-13,Walking,7.0,,,4317,56-65,Dog
1514,8710,2022-11-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4317,56-65,Dog
1122,8710,2022-12-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4317,56-65,Dog
1649,8710,2023-03-24,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4317,56-65,Dog
8,3735,2022-08-11,Resting,87.0,,,4333,26-35,Cat
498,3735,2023-03-05,Resting,12.0,,,4333,26-35,Cat
1691,3735,2023-04-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4333,26-35,Cat
204,3735,2023-11-28,Walking,,,,4333,26-35,Cat
803,4410,2022-11-18,Playing,6.0,,,4424,56-65,Cat
1048,4410,2023-02-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4424,56-65,Cat
1306,4410,2023-10-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4424,56-65,Cat
1656,5421,2022-04-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4457,26-35,Rabbit
117,5421,2022-09-19,Playing,,,,4457,26-35,Rabbit
1814,5421,2022-11-08,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4457,26-35,Rabbit
1029,5421,2023-06-09,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4457,26-35,Rabbit
980,5421,2023-09-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4457,26-35,Rabbit
657,5421,2023-11-06,Resting,54.0,,,4457,26-35,Rabbit
800,5421,2023-11-22,Walking,76.0,,,4457,26-35,Rabbit
833,3830,2022-04-11,Playing,40.0,,,4465,46-55,Dog
709,3830,2022-10-28,Resting,33.0,,,4465,46-55,Dog
1114,3830,2023-04-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4465,46-55,Dog
1693,9618,2022-04-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4482,18-25,Fish
1383,9618,2022-08-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4482,18-25,Fish
591,9618,2023-08-11,Resting,,,,4482,18-25,Fish
444,9071,2022-07-09,Playing,66.0,,,4485,56-65,Hamster
1376,9071,2023-03-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4485,56-65,Hamster
509,9305,2022-05-19,Walking,,,,4495,18-25,Dog
1577,9305,2022-08-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4495,18-25,Dog
48,9305,2022-08-17,Resting,32.0,,,4495,18-25,Dog
729,9305,2022-09-25,Playing,85.0,,,4495,18-25,Dog
752,9305,2022-11-04,Resting,,,,4495,18-25,Dog
881,9305,2023-12-03,Playing,73.0,,,4495,18-25,Dog
811,9030,2022-09-15,Playing,38.0,,,4500,18-25,Hamster
567,9030,2023-01-04,Walking,29.0,,,4500,18-25,Hamster
1350,9030,2023-03-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4500,18-25,Hamster
1087,9030,2023-09-03,Health,0.0,Injury,"Minor surgery performed, recovery monitored",4500,18-25,Hamster
288,5345,2022-11-17,Playing,89.0,,,4517,66+,Cat
1174,4539,2022-11-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4531,18-25,Dog
854,4539,2023-04-17,Walking,,,,4531,18-25,Dog
1208,4539,2023-10-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4531,18-25,Dog
1370,3017,2022-12-13,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4534,46-55,Hamster
437,3017,2023-02-22,Resting,54.0,,,4534,46-55,Hamster
597,249,2022-08-29,Resting,,,,4535,56-65,Dog
714,249,2022-10-24,Walking,62.0,,,4535,56-65,Dog
333,3605,2022-07-03,Walking,6.0,,,4554,66+,Cat
1289,3605,2022-08-09,Health,0.0,Injury,Physical therapy recommended for joint issues,4554,66+,Cat
491,7296,2023-02-25,Resting,6.0,,,4562,26-35,Dog
836,7296,2023-03-30,Walking,71.0,,,4562,26-35,Dog
260,7296,2023-05-12,Playing,76.0,,,4562,26-35,Dog
94,7296,2023-08-13,Playing,88.0,,,4562,26-35,Dog
1774,7296,2023-12-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4562,26-35,Dog
1530,8047,2023-06-21,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4593,26-35,Rabbit
1439,8047,2023-08-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4593,26-35,Rabbit
1023,8047,2023-09-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4593,26-35,Rabbit
1421,8047,2023-11-09,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4593,26-35,Rabbit
737,8047,2023-12-06,Playing,39.0,,,4593,26-35,Rabbit
521,5693,2022-07-17,Playing,74.0,,,4597,18-25,Fish
606,1906,2022-04-02,Resting,,,,4680,18-25,Rabbit
63,1906,2022-06-27,Walking,,,,4680,18-25,Rabbit
897,1906,2022-11-25,Resting,2.0,,,4680,18-25,Rabbit
362,5008,2022-05-14,Walking,24.0,,,4697,66+,Dog
965,5008,2022-06-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4697,66+,Dog
1094,5008,2023-01-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4697,66+,Dog
1070,5008,2023-10-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4697,66+,Dog
1195,6089,2022-05-11,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4702,18-25,Fish
582,6089,2022-09-01,Walking,88.0,,,4702,18-25,Fish
50,8285,2022-08-01,Walking,32.0,,,4725,18-25,Dog
584,8285,2022-11-18,Walking,19.0,,,4725,18-25,Dog
1141,8396,2022-04-29,Health,0.0,Injury,"Minor surgery performed, recovery monitored",4741,36-45,Fish
990,8903,2022-08-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4754,66+,Fish
229,8903,2022-08-13,Resting,41.0,,,4754,66+,Fish
513,8903,2022-10-05,Playing,16.0,,,4754,66+,Fish
1259,8903,2023-10-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4754,66+,Fish
232,5699,2022-07-20,Resting,,,,4776,26-35,Fish
1615,5699,2022-10-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4776,26-35,Fish
885,5699,2023-04-26,Resting,27.0,,,4776,26-35,Fish
369,5699,2023-07-04,Walking,29.0,,,4776,26-35,Fish
108,2429,2022-05-02,Playing,,,,4797,36-45,Dog
959,2429,2022-11-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4797,36-45,Dog
936,2429,2023-12-24,Resting,9.0,,,4797,36-45,Dog
269,3520,2022-12-25,Playing,78.0,,,4834,36-45,Hamster
1138,3520,2022-12-31,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4834,36-45,Hamster
1355,3520,2023-04-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4834,36-45,Hamster
1436,3520,2023-09-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4834,36-45,Hamster
494,9561,2022-05-05,Resting,36.0,,,4850,66+,Fish
1865,9561,2022-11-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4850,66+,Fish
765,9561,2023-10-29,Walking,1.0,,,4850,66+,Fish
763,9472,2022-04-25,Walking,59.0,,,4878,46-55,Cat
663,9472,2022-05-10,Playing,35.0,,,4878,46-55,Cat
1622,9472,2022-09-05,Health,0.0,Injury,"Minor surgery performed, recovery monitored",4878,46-55,Cat
1235,9472,2022-09-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4878,46-55,Cat
1132,9472,2023-11-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4878,46-55,Cat
1672,2342,2022-06-18,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4929,66+,Hamster
59,2342,2023-01-25,Resting,33.0,,,4929,66+,Hamster
1342,2342,2023-05-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4929,66+,Hamster
343,2342,2023-05-12,Walking,51.0,,,4929,66+,Hamster
618,8805,2022-11-01,Resting,49.0,,,4944,46-55,Hamster
37,8805,2023-04-09,Walking,87.0,,,4944,46-55,Hamster
1103,8805,2023-05-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4944,46-55,Hamster
392,8805,2023-08-05,Resting,80.0,,,4944,46-55,Hamster
977,8805,2023-09-07,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4944,46-55,Hamster
834,8805,2023-11-03,Playing,24.0,,,4944,46-55,Hamster
95,9357,2022-04-27,Walking,54.0,,,4945,56-65,Rabbit
106,9357,2022-11-21,Resting,11.0,,,4945,56-65,Rabbit
1089,9357,2023-04-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4945,56-65,Rabbit
782,9357,2023-11-20,Walking,46.0,,,4945,56-65,Rabbit
1146,9357,2023-11-24,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4945,56-65,Rabbit
905,2058,2022-04-19,Resting,78.0,,,4954,36-45,Fish
282,2058,2022-06-23,Resting,62.0,,,4954,36-45,Fish
1754,2058,2022-06-26,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4954,36-45,Fish
22,2058,2022-10-31,Resting,,,,4954,36-45,Fish
1598,2058,2023-08-29,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4954,36-45,Fish
775,2058,2023-12-21,Playing,79.0,,,4954,36-45,Fish
1845,9525,2022-08-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4975,18-25,Fish
203,9525,2022-08-23,Walking,46.0,,,4975,18-25,Fish
960,2709,2023-11-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4979,26-35,Cat
940,2709,2023-12-24,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4979,26-35,Cat
464,2869,2022-04-04,Walking,,,,4983,36-45,Cat
608,2869,2022-07-21,Resting,,,,4983,36-45,Cat
35,2869,2023-01-08,Playing,89.0,,,4983,36-45,Cat
718,2869,2023-04-30,Playing,,,,4983,36-45,Cat
1282,2869,2023-06-23,Health,0.0,Injury,Physical therapy recommended for joint issues,4983,36-45,Cat
1767,2869,2023-06-24,Health,0.0,Injury,Physical therapy recommended for joint issues,4983,36-45,Cat
1704,2869,2023-07-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4983,36-45,Cat
922,2869,2023-09-04,Resting,30.0,,,4983,36-45,Cat
1327,2869,2023-10-21,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",4983,36-45,Cat
516,9367,2023-02-04,Playing,37.0,,,4990,56-65,Hamster
